"id","nombre","link","tags","id_saga","foto","resumen"
31,el hallazgo más raro hasta hoy - tesoros super secretos - cazadores de tesoros - episodio completo (history),https://t.me/c/2595202697/19399,"",,,
32,el motor del siglo xx ⚙️  motoriza las masas - gigantes de los motores - episodio completo (history),https://t.me/c/2595202697/19401,"",,,
33,escapando de una prisión imposible 💥 - grandes escapes con morgan freeman - episodio completo (history),https://t.me/c/2595202697/19403,"",,,
34,estas competencias son una locura! ¿te animas a probarlas¿ 🤯increíble con dan aykroyd - ep completo (history),https://t.me/c/2595202697/19405,"",,,
35,final de temporada muy siniestro  - amos del pantano; invasión de serpientes i episodio completo (history),https://t.me/c/2595202697/19407,"",,,
36,la asombrosa historia de la salchicha - gigantes de la comida ¦ episodio completo (history),https://t.me/c/2595202697/19409,"",,,
37,la gran cacería de clásicos sobre ruedas - cazadores de tesoros - episodio completo (history),https://t.me/c/2595202697/19411,"",,,
38,la ira de dios y desastres divinos - inexplicable con william shatner - episodio completo (history),https://t.me/c/2595202697/19413,"",,,
39,la vida en marte - inexplicable con william shatner - episodio completo (history),https://t.me/c/2595202697/19415,"",,,
40,las maravillosas pirámides -  el universo i episodio completo (history),https://t.me/c/2595202697/19417,"",,,
41,lo mejor de; en busca del santo grial -  cazadores de tesoros - episodio completo (history),https://t.me/c/2595202697/19419,"",,,
42,medusas fuera de control  ¦  monstruos legendarios; medusas mortales  ¦ episodio completo  (history),https://t.me/c/2595202697/19421,"",,,
43,misteriosas estructuras sagradas 🗿 - maravillas sagradas con dennis quaid - episodio completo (history),https://t.me/c/2595202697/19423,"",,,
44,naves espaciales de los mayas que oculta el vaticano - alienígenas ancestrales - episodio completo (history),https://t.me/c/2595202697/19425,"",,,
45,ni los drones se salvan💥 -  el secreto de skinwalker - episodio completo (history),https://t.me/c/2595202697/19427,"",,,
46,nike y adidas; una rivalidad histórica - gigantes de la industria; mega marcas - episodio completo (history),https://t.me/c/2595202697/19429,"",,,
47,rick en el país de las maravillas 🌈- el precio de la historia - episodio completo (history),https://t.me/c/2595202697/19431,"",,,
48,rick vs corey 😡 - harrison contra harrison - el precio de la historia - episodio completo (history),https://t.me/c/2595202697/19433,"",,,
49,rick y el auto más raro del mundo 🚗 - el precio de la historia - episodio completo (history),https://t.me/c/2595202697/19435,"",,,
50,vida en la luna - inexplicable misterios del universo con william shatner - episodio completo (history),https://t.me/c/2595202697/19437,"",,,
51,ramses el grande 1-2-3(2024)(documental),https://t.me/c/2595202697/19440,"",,,
52,ramses el grande 4-5-6(2024) (documental),https://t.me/c/2595202697/19441,"",,,
53,ramses colera de un dios (documental),https://t.me/c/2595202697/19443,"",,,
54,el verdadero ramses(documental),https://t.me/c/2595202697/19445,"",,,
55,el antiguo egipto ramses (documental),https://t.me/c/2595202697/19447,"",,,
56,ramses y los carros de guerra (documental),https://t.me/c/2595202697/19449,"",,,
57,casos abiertos de la historia conspiración en el harén de ramses (documental),https://t.me/c/2595202697/19451,"",,,
5,nosferatu (cine mudo) (1922),https://t.me/c/2595202697/19325,"",,https://media.themoviedb.org/t/p/w300_and_h450_face/z45rXmIF0zl4uxRc5XcSfz6hYO6.jpg,
58,austria gp clasificacion (2025),https://t.me/c/2595202697/19455,"",,,
59,formula 1 gran premio de austria (2025),https://t.me/c/2595202697/19456,"",,,
60,canada gp clasificacion (2025),https://t.me/c/2595202697/19459,"",,,
61,formula 1 gran premio de canada (2025),https://t.me/c/2595202697/19460,"",,,
62,españa gp clasificacion (2025),https://t.me/c/2595202697/19463,"",,,
63,formula 1 gran premio de españa (2025),https://t.me/c/2595202697/19464,"",,,
64,gran bretaña gp clasificacion(2025),https://t.me/c/2595202697/19467,"",,,
65,formula 1 gran premio de gran bretaña (2025),https://t.me/c/2595202697/19468,"",,,
66,imola gp clasificacion (2025) (h.265),https://t.me/c/2595202697/19471,"",,,
67,formula 1 gran premio de imola (2025),https://t.me/c/2595202697/19472,"",,,
68,arabia saudita gp clasificacion,https://t.me/c/2595202697/19475,"",,,
69,formula 1 gran premio de arabia saudita (2025),https://t.me/c/2595202697/19476,"",,,
70,formula 1 gran premio de australia (2025),https://t.me/c/2595202697/19479,"",,,
71,monaco gp clasificacion (2025),https://t.me/c/2595202697/19482,"",,,
72,formula 1 gran premio de monaco (2025),https://t.me/c/2595202697/19483,"",,,
73,china gp practica libre,https://t.me/c/2595202697/19486,"",,,
74,china gp clasificacion sprint,https://t.me/c/2595202697/19487,"",,,
75,japon gp clasificacion,https://t.me/c/2595202697/19490,"",,,
76,miami gp clasificacion,https://t.me/c/2595202697/19493,"",,,
77,formula 1 gran premio de miami (2025),https://t.me/c/2595202697/19494,"",,,
78,hungria gp clasificacion,https://t.me/c/2595202697/19497,"",,,
79,formula 1 gran premio de hungria (2025),https://t.me/c/2595202697/19498,"",,,
80,the ten commandments(los diez mandamientos -subtitulada (1923)-sub-blanco,https://t.me/c/2595202697/19505,"",,,
81,the ten commandments(los diez mandamientos -subtitulada (1923)-sub-amarillo,https://t.me/c/2595202697/19506,"",,,
82,la fuerza del cariño (1983),https://t.me/c/2595202697/19511,"",,,
83,la pelicula del pato lucas isla fantastica (1983),https://t.me/c/2595202697/19515,"",,,
85,cara cortada (el precio del poder) (1983),https://t.me/c/2595202697/19523,"",,,
86,christine (1983),https://t.me/c/2595202697/19527,"",,,
90,vacaciones (1983),https://t.me/c/2595202697/19543,"",,,
91,la virgen y el fotografo (1983),https://t.me/c/2595202697/19547,"",,,
92,la quimera del oro (1925),https://t.me/c/2595202697/19552,"",,,
93,el jardin de la alegria (the pleasure garden)-subtitulado(cine mudo)(1925),https://t.me/c/2595202697/19556,"",,,
94,the ring (cine mudo)(1927),https://t.me/c/2595202697/19561,"",,,
95,el inquilino (cine mudo)(1927),https://t.me/c/2595202697/19565,"",,,
96,cantinflas no te engañes corazon (1937),https://t.me/c/2595202697/19570,"",,,
97,cantinflas asi es mi tierra (1937),https://t.me/c/2595202697/19574,"",,,
98,cantinflas aguila o sol (1938),https://t.me/c/2595202697/19579,"",,,
99,canaima (1945)calidad baja!,https://t.me/c/2595202697/19584,"",,,
100,la mansion de dracula (1945),https://t.me/c/2595202697/19588,"",,,
101,cuentame tu vida (1945),https://t.me/c/2595202697/19592,"",,,
102,cantinflas un dia con el diablo (1945),https://t.me/c/2595202697/19596,"",,,
103,el mago de oz (1939),https://t.me/c/2595202697/19601,"",,,
104,cantinflas el signo de la muerte (1939),https://t.me/c/2595202697/19605,"",,,
105,cantinflas festival de la comedia (1939),https://t.me/c/2595202697/19609,"",,,
106,el tercer hombre (1949),https://t.me/c/2595202697/19613,"",,,
107,decepcion (1949),https://t.me/c/2595202697/19617,"",,,
108,cantinflas el mago (1949),https://t.me/c/2595202697/19621,"",,,
109,dicen que soy mujeriego {pedro infante} (1949),https://t.me/c/2595202697/19625,"",,,
110,la mujer que yo perdi {pedro infante}  (1949),https://t.me/c/2595202697/19629,"",,,
111,la oveja negra {pedro infante}  (1949),https://t.me/c/2595202697/19633,"",,,
112,cantinflas ni sangre ni arena(1941),https://t.me/c/2595202697/19637,"",,,
113,cantinflas el gendarme desconocido (1941),https://t.me/c/2595202697/19641,"",,,
114,dumbo (1941),https://t.me/c/2595202697/19645,"",,,
121,carros de fuego (1981),https://t.me/c/2595202697/19673,"",,,
123,halloween ii (1981),https://t.me/c/2595202697/19681,"",,,
125,calles de fuego (1984),https://t.me/c/2595202697/19693,"",,,
127,despedida de soltero (1984),https://t.me/c/2595202697/19701,"",,,
131,amadeus (1984),https://t.me/c/2595202697/19717,"",,,
132,los reyes del sablazo (1984),https://t.me/c/2595202697/19721,"",,,
133,"karate kid, el momento de la verdad (1984)",https://t.me/c/2595202697/19725,"",,,
134,los supercamorristas(jackie chan) (1984),https://t.me/c/2595202697/19729,"",,,
135,loca academia de policia(1984),https://t.me/c/2595202697/19733,"",,,
136,la leyenda de bruce lee (documental)(subtitulado)(1984),https://t.me/c/2595202697/19737,"",,,
137,e.t. el extraterrestre (1982),https://t.me/c/2595202697/20404,"",,,
84,tiburon 3-d el gran tiburon (1983),https://t.me/c/2595202697/19519,"",tiburon,,
115,la profecia 3 (1981),https://t.me/c/2595202697/19649,"",profecia,,
116,el juego de la muerte ii (1981),https://t.me/c/2595202697/19653,"",lee,,
117,el despertar del diablo (1981),https://t.me/c/2595202697/19657,"",evil,,
118,el zorro y el sabueso (1981),https://t.me/c/2595202697/19661,"",sabueso,,
126,indiana jones 2 el templo de la perdicion (1984),https://t.me/c/2595202697/19697,"",indiana,,
120,mad max 2 el guerrero de la carretera (1981),https://t.me/c/2595202697/19669,"",max,,
128,la historia sin fin (1984),https://t.me/c/2595202697/19705,"",historiof,,
129,un detective suelto en hollywood (1984),https://t.me/c/2595202697/19709,"",detectivesu,,
87,superman iii (1983),https://t.me/c/2595202697/19531,"",superman1,,
88,"007 octopussy(1983)",https://t.me/c/2595202697/19535,"","007",,
89,"007 nunca digas nunca jamas(1983)",https://t.me/c/2595202697/19539,"","007",,
138,"2010 el año que hicimos contacto (1984)",https://t.me/c/2595202697/19741,"",,,
143,cocodrilo dundee (1986),https://t.me/c/2595202697/19762,"",,,
144,karate kid ii la historia continua (1986),https://t.me/c/2595202697/19766,"",,,
145,al borde de la ley (version  usa cut)(1986),https://t.me/c/2595202697/19770,"",,,
146,rescate en el barrio chino (1986),https://t.me/c/2595202697/19774,"",,,
147,loca academia de policia 3 de vuelta a la escuela(1986),https://t.me/c/2595202697/19778,"",,,
148,stagecoach (1986),https://t.me/c/2595202697/19782,"",,,
149,top gun: pasion y gloria (1986),https://t.me/c/2595202697/19786,"",,,
150,la masacre de texas 2 (1986),https://t.me/c/2595202697/19790,"",,,
151,critters extrañas criaturas (1986),https://t.me/c/2595202697/19794,"",,,
152,the deliberate stranger(sub) (1986),https://t.me/c/2595202697/19798,"",,,
153,dragon ball la leyenda de shen long (1986),https://t.me/c/2595202697/19802,"",,,
157,depredador (1987),https://t.me/c/2595202697/19819,"",,,
158,milagro en la calle 8 (1987),https://t.me/c/2595202697/19823,"",,,
160,hachiko (1987)( (ハチ公物語))(subtitulado),https://t.me/c/2595202697/19831,"",,,
161,los intocables (1987),https://t.me/c/2595202697/19835,"",,,
163,cita a ciegas (1987),https://t.me/c/2595202697/19843,"",,,
166,un mar de lios (1987),https://t.me/c/2595202697/19855,"",,,
167,benji el perseguido (1987),https://t.me/c/2595202697/19859,"",,,
168,quien es esa chica (1987),https://t.me/c/2595202697/19863,"",,,
169,loca academia de policia 4 los ciudadanos se defienden(1987),https://t.me/c/2595202697/19867,"",,,
170,hellraiser puerta al infierno (1987),https://t.me/c/2595202697/19871,"",,,
171,dragon ball la princesa durmiente del castillo embrujado (1987),https://t.me/c/2595202697/19875,"",,,
172,la roca (1996),https://t.me/c/2595202697/19880,"",,,
173,fenomeno (1996),https://t.me/c/2595202697/19884,"",,,
174,scream grita antes de morir (1996),https://t.me/c/2595202697/19888,"",,,
176,el hijo del presidente (1996),https://t.me/c/2595202697/19896,"",,,
177,dr. cable el desastre llama (1996),https://t.me/c/2595202697/19900,"",,,
179,garras{los demonios de la noche} (1996),https://t.me/c/2595202697/19908,"",,,
180,la jaula de las locas (1996),https://t.me/c/2595202697/19912,"",,,
181,mision imposible (1996),https://t.me/c/2595202697/19916,"",,,
182,matilda (1996),https://t.me/c/2595202697/19920,"",,,
183,jim y el durazno gigante (1996)(animacion),https://t.me/c/2595202697/19924,"",,,
184,susie q (1996) (sub blanco),https://t.me/c/2595202697/19927,"",,,
185,susie q (1996) (sub amarillos),https://t.me/c/2595202697/19928,"",,,
186,pusher (1996)(castellano),https://t.me/c/2595202697/19932,"",,,
187,pusher (1996)(subtitulado),https://t.me/c/2595202697/19933,"",,,
188,el dia de la independencia (1996),https://t.me/c/2595202697/19937,"",,,
189,happy gilmore (1996),https://t.me/c/2595202697/19941,"",,,
190,dr. cable el desastre llama a la puerta (1996),https://t.me/c/2595202697/19945,"",,,
191,jude (1996),https://t.me/c/2595202697/19949,"",,,
192,striptease (1996),https://t.me/c/2595202697/19953,"",,,
193,la mujer de los dos (1996),https://t.me/c/2595202697/19957,"",,,
194,hellraiser iv  el final de la dinastia sangrienta (1996),https://t.me/c/2595202697/19961,"",,,
195,dragon ball el camino hacia el poder (1996),https://t.me/c/2595202697/19965,"",,,
196,sentencia de muerte (1990),https://t.me/c/2595202697/19970,"",,,
197,capitan america (1990),https://t.me/c/2595202697/19978,"",,,
198,la muerte del increible hulk (calidad media)(1990),https://t.me/c/2595202697/19982,"",,,
199,depredador 2 (1990),https://t.me/c/2595202697/19986,"",,,
200,trampa infernal (calidad baja😞)(1990),https://t.me/c/2595202697/19990,"",,,
203,funny baby (1990),https://t.me/c/2595202697/20002,"",,,
206,"48 horas mas (1990)",https://t.me/c/2595202697/20014,"",,,
207,dick tracy (1990),https://t.me/c/2595202697/20018,"",,,
208,la noche de los muertos vivientes (1990),https://t.me/c/2595202697/20022,"",,,
209,la masacre de texas 3 (1990),https://t.me/c/2595202697/20026,"",,,
210,despertares (1990).,https://t.me/c/2595202697/20030,"",,,
211,dragon ball z el hombre mas fuerte de este mundo (1990),https://t.me/c/2595202697/20034,"",,,
212,dragon ball z la batalla mas grande de este mundo esta por comenzar (1990),https://t.me/c/2595202697/20038,"",,,
215,cuestion de honor (1992),https://t.me/c/2595202697/20051,"",,,
216,boomerang (1992),https://t.me/c/2595202697/20055,"",,,
217,batman regresa (1992),https://t.me/c/2595202697/20059,"",,,
218,chaplin (1992),https://t.me/c/2595202697/20063,"",,,
219,la cara sucia de la ley(deep cover) (1992),https://t.me/c/2595202697/20067,"",,,
139,asterix en bretaña (1986),https://t.me/c/2595202697/19746,"",asterix,,
155,el despertar del diablo 2 (1987),https://t.me/c/2595202697/19811,"",evil,,
156,los caballeros del zodiaco la reencarnación de ellis (1987),https://t.me/c/2595202697/19815,"",zodiaco,,
175,la biblia sanson y dalila (1996),https://t.me/c/2595202697/19892,,biblia,,
140,aliens: el regreso (1986),https://t.me/c/2595202697/19750,"",alien,,
214,alien³ (1992),https://t.me/c/2595202697/20047,"",alien,,
141,la mosca (1986),https://t.me/c/2595202697/19754,"",mosca,,
159,robocop (1987),https://t.me/c/2595202697/19827,"",robocop,,
201,robocop 2 (1990),https://t.me/c/2595202697/19994,"",robocop,,
142,cortocircuito (1986),https://t.me/c/2595202697/19758,"",corto,,
202,la historia sin fin ii (1990),https://t.me/c/2595202697/19998,"",historiof,,
162,un detective suelto en hollywood ii (1987),https://t.me/c/2595202697/19839,"",detectivesu,,
204,volver al futuro 3 (1990),https://t.me/c/2595202697/20006,"",volverf,,
164,superman iv en busca de la paz (1987),https://t.me/c/2595202697/19847,"",superman1,,
205,el exorcista iii (1990),https://t.me/c/2595202697/20010,"",elexorcista,,
165,"007 su nombre es peligro(1987)",https://t.me/c/2595202697/19851,"","007",,
220,la niña de las camelias(midori)-subtitulado (1992)-sub blanco,https://t.me/c/2595202697/20071,"",,,
221,la niña de las camelias(midori)-subtitulado-(1992)-sub-amarillo,https://t.me/c/2595202697/20072,"",,,
222,un equipo muy especial (1992),https://t.me/c/2595202697/20076,"",,,
223,anoche soñe contigo (1992),https://t.me/c/2595202697/20080,"",,,
224,pocion de amor nº9 (1992),https://t.me/c/2595202697/20084,"",,,
225,critters 4 (1992),https://t.me/c/2595202697/20088,"",,,
226,hellraiser iii infierno en la tierra (1992),https://t.me/c/2595202697/20092,"",,,
227,dragon ball z los guerreros mas poderosos (1992),https://t.me/c/2595202697/20096,"",,,
228,dragon ball z la pelea de los tres saiyajin (1992),https://t.me/c/2595202697/20100,"",,,
231,leyendas de pasion (1994),https://t.me/c/2595202697/20114,"",,,
232,wyatt earp (1994),https://t.me/c/2595202697/20118,"",,,
233,sueño de fuga (1994),https://t.me/c/2595202697/20122,"",,,
234,los pequeños gigantes (1994),https://t.me/c/2595202697/20126,"",,,
235,la sombra (1994),https://t.me/c/2595202697/20130,"",,,
236,doble dragon la pelicula (1994),https://t.me/c/2595202697/20134,"",,,
239,acoso sexual (1994),https://t.me/c/2595202697/20146,"",,,
240,junior (1994),https://t.me/c/2595202697/20150,"",,,
241,lassie (1994),https://t.me/c/2595202697/20154,"",,,
242,juego mortal(brainscan)(1994)(castellano),https://t.me/c/2595202697/20158,"",,,
243,los cuatro fantasticos (1994)(subtitulado),https://t.me/c/2595202697/20162,"",,,
244,karate kid 4 el nuevo karate kid(1994),https://t.me/c/2595202697/20166,"",,,
245,y donde esta el policia 33/13 el insulto final (1994),https://t.me/c/2595202697/20170,"",,,
246,asesinos por naturaleza (1994),https://t.me/c/2595202697/20174,"",,,
247,loca academia de policia 7 mision en moscu(1994),https://t.me/c/2595202697/20178,"",,,
248,cancion de cuna (castellano)(1994),https://t.me/c/2595202697/20182,"",,,
249,los picapiedra (1994),https://t.me/c/2595202697/20186,"",,,
250,dragon ball z el regreso del guerrero legendario (1994),https://t.me/c/2595202697/20190,"",,,
251,dragon ball z el combate final (1994),https://t.me/c/2595202697/20194,"",,,
252,los dioses deben estar locos 5 en china (1994)(sd)(cast),https://t.me/c/2595202697/20198,"",,,
254,mente siniestra (2005),https://t.me/c/2595202697/20205,"",,,
261,idaho el camino de mis sueños (1991),https://t.me/c/2595202697/20233,"",,,
262,bugsy (1991),https://t.me/c/2595202697/20237,"",,,
263,doble impacto (1991),https://t.me/c/2595202697/20241,"",,,
264,y donde esta el policia 2/12 (1991),https://t.me/c/2595202697/20245,"",,,
265,critters 3  se comen todo! (1991),https://t.me/c/2595202697/20249,"",,,
266,dragon ball z goku es un super saiyajin (1991),https://t.me/c/2595202697/20253,"",,,
267,dragon ball z los rivales mas poderosos (1991),https://t.me/c/2595202697/20257,"",,,
268,los dioses deben estar locos 3 (1991)(sd),https://t.me/c/2595202697/20261,"",,,
269,lucky luke (1991),https://t.me/c/2595202697/20265,"",,,
271,hulk (2003),https://t.me/c/2595202697/20284,"",,,
273,mas alla de las fronteras (2003),https://t.me/c/2595202697/20292,"",,,
274,el ultimo samurai (2003),https://t.me/c/2595202697/20296,"",,,
276,el gran pez (2003),https://t.me/c/2595202697/20306,"",,,
277,la telaraña de charlotte 2 la gran aventura de wilbur (2003),https://t.me/c/2595202697/20310,"",,,
278,el cazador de sueños (2003),https://t.me/c/2595202697/20314,"",,,
279,mar abierto (2003),https://t.me/c/2595202697/20318,"",,,
281,ju-on la maldicion 2 (2003)(subtitulada),https://t.me/c/2595202697/20326,"",,,
282,inframundo (2003),https://t.me/c/2595202697/20330,"",,,
283,"21 gramos (2003)",https://t.me/c/2595202697/20334,"",,,
284,the room (2003),https://t.me/c/2595202697/20337,"",,,
285,heroes al rescate (2003),https://t.me/c/2595202697/20341,"",,,
286,al sur de granada(castellano) (2003),https://t.me/c/2595202697/20345,"",,,
287,dos tipos duros(castellano) (2003),https://t.me/c/2595202697/20349,"",,,
288,torremolinos 73 (castellano)(2003),https://t.me/c/2595202697/20353,"",,,
289,un viernes de locos (2003),https://t.me/c/2595202697/20357,"",,,
290,la masacre de texas (2003),https://t.me/c/2595202697/20361,"",,,
291,johnny english (2003),https://t.me/c/2595202697/20365,"",,,
292,american pie 3 la boda(2003),https://t.me/c/2595202697/20369,"",,,
293,one piece  la aventura sin salida (2003),https://t.me/c/2595202697/20373,"",,,
294,el demonio 2(2003),https://t.me/c/2595202697/20377,"",,,
295,en la oscuridad de la noche (2003),https://t.me/c/2595202697/20380,"",,,
296,aquellos viejos tiempos (2003),https://t.me/c/2595202697/20384,"",,,
297,el demonio 2(2003),https://t.me/c/2595202697/20387,"",,,
298,queen rock montreal (1982),https://t.me/c/2595202697/20392,"",,,
299,tron (1982),https://t.me/c/2595202697/20396,"",,,
300,reto al destino(1982),https://t.me/c/2595202697/20400,"",,,
301,el monstruo del pantano (1982),https://t.me/c/2595202697/20408,"",,,
255,el rey leon (1994),https://t.me/c/2595202697/20209,"",rey,,
270,bad boys 2 (2003),https://t.me/c/2595202697/20280,"",boys,,
259,la profecia 4 el despertar (1991),https://t.me/c/2595202697/20225,"",profecia,,
256,el maestro borracho ii (1994),https://t.me/c/2595202697/20213,"",borracho,,
257,asterix en america (1994),https://t.me/c/2595202697/20217,"",asterix,,
258,la princesa encantada (1994),https://t.me/c/2595202697/20221,"",princesa,,
272,"mas rapido, mas furioso (2003)",https://t.me/c/2595202697/20288,"",furioso,,
229,la biblia genesis (1994),https://t.me/c/2595202697/20106,"",biblia,,
230,la biblia jacob (1994),https://t.me/c/2595202697/20110,"",biblia,,
275,la gran aventura de mortadelo y filemon (2003),https://t.me/c/2595202697/20300,"",mortadelo,,
280,destino final 2 (2003),https://t.me/c/2595202697/20322,"",destinof,,
237,la historia sin fin iii (1994),https://t.me/c/2595202697/20138,"",historiof,,
238,un detective suelto en hollywood iii (1994),https://t.me/c/2595202697/20142,"",detectivesu,,
303,el ente (1982),https://t.me/c/2595202697/20416,"",,,
304,y donde esta el piloto 2 (1982),https://t.me/c/2595202697/20420,"",,,
305,"48 horas (1982)",https://t.me/c/2595202697/20424,"",,,
306,cantinflas el barrendero(1982),https://t.me/c/2595202697/20428,"",,,
307,halloween iii  el imperio de las brujas (1982),https://t.me/c/2595202697/20432,"",,,
308,paradise (1982),https://t.me/c/2595202697/20436,"",,,
309,south park la pelicula (1999),https://t.me/c/2595202697/20441,"",,,
310,el hombre bicentenario (1999),https://t.me/c/2595202697/20445,"",,,
311,voraz(ravenous) (1999),https://t.me/c/2595202697/20449,"",,,
312,ojos bien cerrados (1999),https://t.me/c/2595202697/20453,"",,,
317,el gigante de hierro (1999),https://t.me/c/2595202697/20473,"",,,
319,cielo de octubre (1999),https://t.me/c/2595202697/20481,"",,,
320,pequeños genios (1999),https://t.me/c/2595202697/20485,"",,,
321,carga mortal (1999),https://t.me/c/2595202697/20489,"",,,
322,warlock 3 el fin de la inocencia (1999),https://t.me/c/2595202697/20493,"",,,
323,nadie conoce a nadie(castellano) (1999),https://t.me/c/2595202697/20497,"",,,
324,american pie tu primera vez(1999),https://t.me/c/2595202697/20501,"",,,
325,"10 cosas que odio de ti (1999)",https://t.me/c/2595202697/20505,"",,,
326,"13 guerreros (1999)",https://t.me/c/2595202697/20509,"",,,
327,"8mm  8 milimetros (1999)",https://t.me/c/2595202697/20513,"",,,
328,alerta en lo profundo (1999),https://t.me/c/2595202697/20517,"",,,
329,tarzan (1999),https://t.me/c/2595202697/20521,"",,,
330,gangster por un pequeño milagro (1989),https://t.me/c/2595202697/20526,"",,,
333,el secreto del abismo (1989)-theatrical cut-latino,https://t.me/c/2595202697/20539,"",,,
334,el secreto del abismo (1989)-special edition(subtitulado),https://t.me/c/2595202697/20540,"",,,
335,el secreto del abismo (1989)-special edition(castellano),https://t.me/c/2595202697/20541,"",,,
339,gangster por un pequeño milagro(1989),https://t.me/c/2595202697/20557,"",,,
341,batman (1989),https://t.me/c/2595202697/20565,"",,,
343,lo mejor de lo mejor (1989),https://t.me/c/2595202697/20570,"",,,
344,vacaciones de navidad (1989),https://t.me/c/2595202697/20574,"",,,
345,karate kid iii el desafio final (1989),https://t.me/c/2595202697/20578,"",,,
346,roger y yo(documental) (1989),https://t.me/c/2595202697/20582,"",,,
347,loca academia de policia 6 ciudad sitiada(1989),https://t.me/c/2595202697/20586,"",,,
348,warlock (1989),https://t.me/c/2595202697/20590,"",,,
349,halloween 5  la venganza de michael myers (1989),https://t.me/c/2595202697/20594,"",,,
350,dragon ball z： devuelvanme a mi gohan(1989),https://t.me/c/2595202697/20598,"",,,
351,los dioses deben estar locos ii(1989),https://t.me/c/2595202697/20602,"",,,
352,campo de sueños (1989),https://t.me/c/2595202697/20606,"",,,
353,scream 3 la mascara de la muerte (2000),https://t.me/c/2595202697/20611,"",,,
357,hombres de honor (2000),https://t.me/c/2595202697/20627,"",,,
359,billy elliot (2000),https://t.me/c/2595202697/20635,"",,,
360,mision imposible 2 (2000),https://t.me/c/2595202697/20639,"",,,
361,una tormenta perfecta (2000),https://t.me/c/2595202697/20643,"",,,
363,hombres de honor (2000),https://t.me/c/2595202697/20651,"",,,
364,pollitos en fuga (2000),https://t.me/c/2595202697/20655,"",,,
365,luces parpadeantes (2000),https://t.me/c/2595202697/20659,"",,,
366,una noche con sabrina love (2000),https://t.me/c/2595202697/20663,"",,,
367,ju-on (2000)(subtitulada),https://t.me/c/2595202697/20667,"",,,
368,ju-on 2 (2000)(subtitulada),https://t.me/c/2595202697/20671,"",,,
369,la familia de mi novia (2000),https://t.me/c/2595202697/20675,"",,,
370,brother (2000),https://t.me/c/2595202697/20679,"",,,
371,las razones de mis amigos(castellano) (2000),https://t.me/c/2595202697/20683,"",,,
372,marta y alrededores(castellano) (2000),https://t.me/c/2595202697/20687,"",,,
373,hellraiser v  inferno (2000),https://t.me/c/2595202697/20691,"",,,
374,los picapiedra en viva rock vegas (2000),https://t.me/c/2595202697/20695,"",,,
375,one piece la pelicula (2000),https://t.me/c/2595202697/20699,"",,,
376,gladiador (2000),https://t.me/c/2595202697/20703,"",,,
377,cantinflas el portero (1950),https://t.me/c/2595202697/20708,"",,,
378,tambien de dolor se canta {pedro infante}  (1950),https://t.me/c/2595202697/20712,"",,,
